timestamp,utilizador,ip,sucesso
2026-01-27T13:02:21.171246Z,admin,192.168.1.41,true
2026-01-27T13:17:07.171246Z,carla,192.168.1.20,false
2026-01-27T13:36:08.171246Z,sofia,192.168.1.35,false
2026-01-27T13:38:13.171246Z,duda,192.168.1.37,false
2026-01-27T13:45:16.171246Z,joao,192.168.1.26,false
2026-01-27T14:01:36.171246Z,joao,192.168.1.31,false
2026-01-27T14:16:52.171246Z,carla,192.168.1.15,true
2026-01-27T14:35:55.171246Z,guest,192.168.1.32,false
2026-01-27T14:39:43.171246Z,guest,192.168.1.11,true
2026-01-27T14:42:22.171246Z,guest,192.168.1.19,true
2026-01-27T14:47:58.171246Z,carla,192.168.1.23,false
2026-01-27T15:01:08.171246Z,sofia,192.168.1.48,false
2026-01-27T15:06:57.171246Z,ana,192.168.1.20,true
2026-01-27T15:09:56.171246Z,sofia,192.168.1.29,false
2026-01-27T15:24:21.171246Z,madu,192.168.1.22,false
2026-01-27T15:33:27.171246Z,ines,192.168.1.29,false
2026-01-27T15:39:17.171246Z,admin,192.168.1.46,true
2026-01-27T15:54:59.171246Z,madu,192.168.1.33,true
2026-01-27T16:06:59.171246Z,carla,192.168.1.36,true
2026-01-27T16:20:39.171246Z,tiago,192.168.1.39,true
2026-01-27T16:28:25.171246Z,ines,192.168.1.43,false
2026-01-27T16:48:14.171246Z,carla,192.168.1.40,false
2026-01-27T17:08:31.171246Z,guest,192.168.1.30,false
2026-01-27T17:12:48.171246Z,guest,192.168.1.38,false
2026-01-27T17:33:27.171246Z,rui,192.168.1.34,true
2026-01-27T17:35:38.171246Z,madu,198.51.100.77,false
2026-01-27T17:45:38.171246Z,guest,192.168.1.41,true
2026-01-27T18:10:38.171246Z,madu,198.51.100.77,false
2026-01-27T18:45:38.171246Z,madu,198.51.100.77,false
2026-01-27T19:20:38.171246Z,duda,198.51.100.77,false
2026-01-27T19:55:38.171246Z,duda,198.51.100.77,false
2026-01-27T20:30:38.171246Z,madu,198.51.100.77,false
2026-01-27T21:05:38.171246Z,duda,198.51.100.77,false
2026-01-27T21:40:38.171246Z,admin,198.51.100.77,false
2026-01-27T22:15:38.171246Z,duda,198.51.100.77,false
2026-01-27T22:50:38.171246Z,admin,198.51.100.77,false
2026-01-27T23:25:38.171246Z,admin,198.51.100.77,false
2026-01-28T00:00:38.171246Z,admin,198.51.100.77,false
2026-01-28T00:35:38.171246Z,duda,198.51.100.77,false
2026-01-28T01:01:38.171246Z,admin,203.0.113.200,false
2026-01-28T01:02:38.171246Z,madu,203.0.113.200,false
2026-01-28T01:03:38.171246Z,duda,203.0.113.200,false
2026-01-28T01:04:38.171246Z,guest,203.0.113.200,false
2026-01-28T01:05:38.171246Z,ana,203.0.113.200,false
2026-01-28T01:06:38.171246Z,admin,203.0.113.200,false
2026-01-28T01:07:38.171246Z,madu,203.0.113.200,false
2026-01-28T01:08:38.171246Z,duda,203.0.113.200,false
2026-01-28T01:10:38.171246Z,madu,198.51.100.77,false
2026-01-28T01:45:38.171246Z,madu,198.51.100.77,false
2026-01-28T02:20:38.171246Z,duda,198.51.100.77,false
2026-01-28T02:55:38.171246Z,admin,198.51.100.77,false
2026-01-28T03:30:38.171246Z,duda,198.51.100.77,false
2026-01-28T04:05:38.171246Z,madu,198.51.100.77,false
2026-01-28T04:40:38.171246Z,duda,198.51.100.77,false
2026-01-28T05:15:38.171246Z,duda,198.51.100.77,false
2026-01-28T05:50:38.171246Z,madu,198.51.100.77,false
2026-01-28T06:25:38.171246Z,madu,198.51.100.77,false
2026-01-28T07:00:38.171246Z,admin,198.51.100.77,false
2026-01-28T07:00:58.171246Z,admin,203.0.113.10,false
2026-01-28T07:01:18.171246Z,admin,203.0.113.10,false
2026-01-28T07:01:38.171246Z,admin,203.0.113.10,false
2026-01-28T07:01:58.171246Z,admin,203.0.113.10,false
2026-01-28T07:02:18.171246Z,admin,203.0.113.10,false
2026-01-28T07:02:38.171246Z,admin,203.0.113.10,false
2026-01-28T07:02:58.171246Z,admin,203.0.113.10,false
2026-01-28T07:03:18.171246Z,admin,203.0.113.10,false
2026-01-28T07:03:38.171246Z,admin,203.0.113.10,false
2026-01-28T07:03:58.171246Z,admin,203.0.113.10,false
2026-01-28T07:04:18.171246Z,admin,203.0.113.10,false
2026-01-28T07:04:38.171246Z,admin,203.0.113.10,false
2026-01-28T07:35:38.171246Z,admin,198.51.100.77,false
2026-01-28T08:10:38.171246Z,madu,198.51.100.77,false
2026-01-28T08:45:38.171246Z,admin,198.51.100.77,false
2026-01-28T09:20:38.171246Z,madu,198.51.100.77,false
2026-01-28T09:55:38.171246Z,duda,198.51.100.77,false
2026-01-28T10:11:01.171246Z,bruno,192.168.1.40,false
2026-01-28T10:18:48.171246Z,rui,192.168.1.45,false
2026-01-28T10:27:05.171246Z,ana,192.168.1.29,false
2026-01-28T10:30:38.171246Z,admin,198.51.100.77,false
2026-01-28T10:31:25.171246Z,tiago,192.168.1.17,false
2026-01-28T10:34:37.171246Z,tiago,192.168.1.23,false
2026-01-28T10:45:25.171246Z,sofia,192.168.1.43,false
2026-01-28T10:48:18.171246Z,ana,192.168.1.22,false
2026-01-28T10:51:37.171246Z,tiago,192.168.1.10,false
2026-01-28T10:56:39.171246Z,bruno,192.168.1.13,false
2026-01-28T11:00:19.171246Z,madu,192.168.1.41,false
2026-01-28T11:05:38.171246Z,madu,198.51.100.77,false
2026-01-28T11:10:37.171246Z,carla,192.168.1.40,false
2026-01-28T11:13:40.171246Z,carla,192.168.1.26,true
2026-01-28T11:16:05.171246Z,madu,192.168.1.41,true
2026-01-28T11:17:14.171246Z,sofia,192.168.1.19,false
2026-01-28T11:19:29.171246Z,bruno,192.168.1.17,false
2026-01-28T11:30:07.171246Z,guest,192.168.1.49,false
2026-01-28T11:37:35.171246Z,ana,192.168.1.38,false
2026-01-28T11:40:38.171246Z,duda,198.51.100.77,false
2026-01-28T11:44:54.171246Z,sofia,192.168.1.46,true
2026-01-28T11:47:42.171246Z,ines,192.168.1.23,false
2026-01-28T11:49:52.171246Z,duda,192.168.1.25,true
2026-01-28T11:52:52.171246Z,carla,192.168.1.36,false
2026-01-28T12:01:10.171246Z,guest,192.168.1.12,true
2026-01-28T12:06:54.171246Z,madu,192.168.1.39,false
2026-01-28T12:12:44.171246Z,ines,192.168.1.47,false
2026-01-28T12:17:11.171246Z,bruno,192.168.1.17,false
2026-01-28T12:21:09.171246Z,duda,192.168.1.27,true
2026-01-28T12:24:59.171246Z,sofia,192.168.1.29,false
2026-01-28T12:35:57.171246Z,carla,192.168.1.28,true
2026-01-28T12:41:41.171246Z,ana,192.168.1.35,false
2026-01-28T12:50:09.171246Z,sofia,192.168.1.15,true
2026-01-28T13:13:28.289191Z,admin,192.168.1.27,true
2026-01-28T13:14:41.640351Z,admin,192.168.1.27,false
2026-01-28T13:14:53.774958Z,admin,192.168.1.27,false
2026-01-28T13:14:59.323432Z,admin´,192.168.1.27,false
2026-01-28T13:15:23.282810Z,admin,192.168.1.27,false
2026-01-28T13:15:42.267850Z,admin´,192.168.1.27,false
2026-01-28T13:15:52.629834Z,admin´,192.168.1.27,false
2026-01-28T13:16:06.397276Z,admin,192.168.1.27,false
2026-01-28T13:16:14.825609Z,admin,192.168.1.27,false
2026-01-28T13:17:32.665678Z,jondoe,203.0.113.10,false
2026-01-28T13:28:00.524479Z,admin,192.168.1.12,true
2026-01-28T13:28:15.718118Z,admin,192.168.1.12,false
2026-01-28T13:33:12.186842Z,teste,198.51.100.77,false
2026-01-29T20:37:57.530824Z,teste2,203.0.113.55,false
2026-01-29T20:38:35.018990Z,teste3,203.0.113.55,false
2026-01-29T20:40:31.670074Z,teste4,203.0.113.55,false
2026-01-29T20:41:23.725607Z,teste4,203.0.113.55,false
2026-01-30T01:21:00.356128Z,Admin123,198.51.100.77,false
2026-01-30T01:23:46.990766Z,admin,192.168.1.43,true
2026-01-30T01:24:36.635044Z,admin,192.168.1.43,false
2026-01-30T01:24:58.192773Z,Admiin,192.168.1.43,false
2026-01-30T01:31:25.306565Z,teste7,203.0.113.55,false
2026-01-30T10:32:42.118262Z,maria,255.255.255.255,true
2026-01-30T11:15:05.220121Z,maria3,255.255.255.255,true
2026-01-30T11:16:41.779875Z,teste,198.51.100.77,false
2026-01-30T11:17:35.692273Z,admin,198.51.100.77,false
